Brand,model,Age,kmDriven,Transmission,Owner,FuelType,AskPrice,km_per_year,post_year,post_month
MG,Hector,5,71000,Manual,first,Diesel,1275000,14200,2026,11
BMW,3 Series Gt,9,61000,Automatic,second,Diesel,1500000,6778,2026,11
Audi,A6,13,51000,Automatic,second,Petrol,1350000,3923,2026,11
Maruti Suzuki,Alto-K10,9,75000,Automatic,second,Petrol,310000,8333,2026,11
Hyundai,Elite I20,6,39500,Manual,first,Petrol,545000,6583,2026,10
Renault,Captur,6,120000,Manual,first,Diesel,800000,20000,2026,11
Toyota,Innova,8,69000,Manual,second,Diesel,860000,8625,2026,11
Volkswagen,Polo,9,65000,Manual,first,Petrol,375000,7222,2026,11
Volkswagen,Passat,12,68900,Automatic,second,Diesel,555000,5742,2026,11
Mercedes-Benz,E-Class,7,68000,Automatic,first,Diesel,2422500,9714,2026,11
Ford,Ecosport,9,80000,Automatic,second,Petrol,465000,8889,2026,11
Maruti Suzuki,Alto-K10,5,62000,Manual,first,Petrol,360000,12400,2026,11
Hyundai,Venue,2,55000,Manual,first,Diesel,1250000,27500,2026,11
Volkswagen,Polo,9,60000,Manual,second,Petrol,460000,6667,2026,11
Toyota,Innova Crysta,7,34000,Manual,first,Diesel,1395000,4857,2026,11
Jeep,Compass,7,49000,Automatic,first,Petrol,1151111,7000,2026,11
Hyundai,I20,8,36000,Manual,second,Petrol,450000,4500,2026,11
Mahindra,Kuv 100,8,85000,Manual,second,Diesel,320000,10625,2026,11
Mahindra,Bolero Neo,1,35000,Automatic,second,Diesel,1050000,27750,2026,11
Honda,Amaze,9,160000,Manual,second,Diesel,275000,17778,2026,11
Maruti Suzuki,Swift,14,141000,Manual,second,Diesel,330000,10071,2026,11
Land Rover,Range Rover,12,23100,Automatic,second,Diesel,2422500,1925,2026,9
Hyundai,Verna,10,100000,Manual,first,Petrol,950000,10000,2026,11
Hyundai,Elantra,8,88000,Manual,second,Diesel,860000,11000,2026,11
Porsche,Macan,1,51000,Automatic,first,Petrol,2422500,27750,2026,11
Maruti Suzuki,Ciaz,7,76000,Manual,second,Petrol,480000,10857,2026,11
BMW,X3,5,50000,Automatic,second,Diesel,2422500,10000,2026,11
Mercedes-Benz,M-Class,10,48000,Automatic,first,Diesel,1745000,4800,2026,11
Mahindra,Xuv700,0,16666,Automatic,first,Diesel,2422500,16666,2026,11
Skoda,Kushaq,2,38917,Manual,first,Petrol,1225000,19458,2026,11
Maruti Suzuki,Baleno,8,55000,Automatic,first,Petrol,655000,6875,2026,10
Audi,A3,9,42000,Automatic,second,Diesel,1050000,4667,2026,11
Nissan,Terrano,9,84000,Manual,second,Diesel,500000,9333,2026,11
Hyundai,Elantra,10,120000,Automatic,second,Diesel,550000,12000,2026,11
Maruti Suzuki,Ertiga,2,8638,Manual,first,Petrol,1150000,4319,2026,11
Maruti Suzuki,Swift Dzire,11,62000,Manual,second,Petrol,350000,5636,2026,11
Maruti Suzuki,Swift Dzire,11,168500,Manual,second,Petrol,350000,27750,2026,11
Honda,Amaze,10,86131,Manual,second,Diesel,300000,8613,2026,11
Maruti Suzuki,Swift,3,29000,Automatic,first,Petrol,765000,9667,2026,10
MG,Astor,0,260,Manual,first,Petrol,1495000,260,2026,11
Hyundai,Verna,1,15120,Automatic,first,Petrol,1550000,15120,2026,11
Tata,Altroz,3,168500,Manual,second,Petrol,535000,27750,2026,11
MG,Hector Plus,2,11000,Automatic,first,Petrol,1850000,5500,2026,11
Maruti Suzuki,Ciaz,7,63000,Manual,first,Petrol,750000,9000,2026,10
Skoda,Rapid,3,41189,Automatic,first,Petrol,1225000,13730,2026,10
Mahindra,Scorpio-N,2,20000,Manual,first,Diesel,1945000,10000,2026,11
Mercedes-Benz,C-Class,13,64000,Automatic,second,Diesel,975000,4923,2026,11
Kia,Seltos,4,62500,Manual,first,Diesel,945000,15625,2026,11
Toyota,Innova,12,121000,Manual,first,Diesel,400000,10083,2026,10
Maruti Suzuki,Swift,6,38000,Manual,second,Petrol,480000,6333,2026,11
Mahindra,Thar,3,30000,Automatic,first,Diesel,1540000,10000,2026,11
Maruti Suzuki,Swift-Dzire-Tour,14,130000,Manual,second,Diesel,260000,9286,2026,11
Maruti Suzuki,Wagon-R,3,71000,Manual,first,Petrol,475000,23667,2026,11
Hyundai,Creta,1,4800,Automatic,second,Diesel,1950000,4800,2026,11
Maruti Suzuki,Baleno,7,59000,Manual,first,Petrol,515000,8429,2026,11
Honda,City,13,75875,Automatic,second,Petrol,295000,5837,2026,11
Kia,Seltos,4,109000,Manual,first,Diesel,975000,27250,2026,11
Mercedes-Benz,E-Class,18,92000,Automatic,second,Diesel,500000,5111,2026,11
Jaguar,Xf,10,41000,Automatic,second,Diesel,2422500,4100,2026,11
Maruti Suzuki,Xl6,2,76000,Manual,first,Petrol,1000000,27750,2026,11
Mini,Cooper 3 Door,4,120000,Automatic,first,Petrol,2422500,27750,2026,11
Hyundai,Verna,8,81982,Automatic,first,Diesel,695000,10248,2026,11
Mahindra,Xylo,14,168500,Manual,first,Diesel,199000,27750,2026,11
Mahindra,Scorpio,7,59000,Manual,first,Diesel,850000,8429,2026,11
Mercedes-Benz,S-Class,6,39000,Automatic,second,Diesel,2422500,6500,2026,11
Maruti Suzuki,Ertiga,3,168500,Automatic,first,Petrol,1155000,27750,2026,11
Maruti Suzuki,Swift,0,6000,Automatic,first,Petrol,1150000,6000,2026,11
BMW,3 Series,8,53000,Automatic,second,Diesel,1399000,6625,2026,11
BMW,3 Series Gt,10,99000,Automatic,second,Diesel,1750000,9900,2026,10
Mercedes-Benz,E-Class,12,73595,Automatic,second,Petrol,699000,6133,2026,10
Hyundai,Grand I10,6,51000,Manual,first,Petrol,475000,8500,2026,11
Hyundai,Verna,6,57546,Automatic,first,Petrol,849999,9591,2026,11
Mercedes-Benz,C-Class,8,96000,Automatic,second,Diesel,2300000,12000,2026,10
BMW,6 Series Gt,6,21000,Automatic,second,Petrol,2422500,3500,2026,11
Maruti Suzuki,Swift,6,48000,Automatic,second,Petrol,535000,8000,2026,11
Volkswagen,Ventotest,13,22000,Manual,first,Petrol,299999,1692,2026,11
Toyota,Fortuner,3,40000,Automatic,first,Diesel,2422500,13333,2026,11
Maruti Suzuki,Xl6,3,22864,Automatic,first,Petrol,1095000,7621,2026,11
Maruti Suzuki,Vitara-Brezza,7,64000,Manual,first,Diesel,585000,9143,2026,11
Hyundai,Grand I10,11,88000,Manual,first,Diesel,410000,8000,2026,11
Ford,Figo,13,30000,Manual,second,Petrol,149000,2308,2026,11
Hyundai,Grand I10 Nios,4,33145,Manual,first,Petrol,600000,8286,2026,10
Skoda,Rapid,13,60000,Manual,first,Petrol,220000,4615,2026,11
Mercedes-Benz,Cla,8,20800,Automatic,second,Petrol,1700000,2600,2026,11
Jeep,Compass,7,61000,Manual,second,Diesel,1150000,8714,2026,11
Maruti Suzuki,Ertiga,10,120000,Automatic,second,Diesel,425000,12000,2026,11
Mahindra,Xuv500,8,87000,Manual,first,Diesel,1050000,10875,2026,11
Hyundai,Venue,2,38000,Manual,first,Petrol,1040000,19000,2026,10
Jeep,Compass,7,55000,Automatic,second,Petrol,1011000,7857,2026,11
Hyundai,Creta,5,35000,Manual,first,Diesel,1145000,7000,2026,11
Honda,City,13,82000,Automatic,second,Petrol,299000,6308,2026,11
Toyota,Innova Crysta,5,65000,Automatic,first,Diesel,1400000,13000,2026,11
Renault,Duster,9,90000,Manual,first,Diesel,575000,10000,2026,10
Mercedes-Benz,E-Class,4,49000,Automatic,first,Petrol,2422500,12250,2026,11
Mercedes-Benz,S-Class,5,168500,Automatic,second,Diesel,2422500,27750,2026,11
Honda,City,1,9500,Automatic,first,Petrol,1475000,9500,2026,11
Renault,Duster,11,86250,Manual,first,Diesel,290000,7841,2026,11
Honda,City Zx,0,69000,Automatic,first,Petrol,1550000,27750,2026,11
Toyota,Innova Crysta,8,168500,Manual,first,Diesel,1650000,23750,2026,11
Volkswagen,Ameo,7,80000,Manual,first,Diesel,475000,11429,2026,9
Hyundai,Creta,3,96000,Automatic,first,Diesel,1700000,27750,2026,11
BMW,7 Series,8,40000,Automatic,first,Diesel,2150000,5000,2026,11
Maruti Suzuki,Xl6,5,65000,Manual,first,Petrol,925000,13000,2026,11
Maruti Suzuki,Swift,14,29000,Manual,first,Petrol,150000,2071,2026,11
Hyundai,I10,11,40000,Automatic,second,Petrol,200000,3636,2026,11
Mahindra,Scorpio,14,65000,Manual,second,Diesel,290000,4643,2026,11
Maruti Suzuki,Celerio,6,38000,Automatic,second,Petrol,380000,6333,2026,11
Maruti Suzuki,Wagon-R,9,66000,Automatic,second,Petrol,260000,7333,2026,11
Maruti Suzuki,Ciaz,5,29000,Manual,first,Petrol,850000,5800,2026,8
Toyota,Fortuner,8,90000,Manual,second,Diesel,1545000,11250,2026,11
Toyota,Innova Hycross,1,14100,Automatic,first,Petrol,2422500,14100,2026,11
Hyundai,Creta,9,88000,Manual,second,Diesel,750000,9778,2026,10
Maruti Suzuki,Swift Dzire,8,49000,Automatic,second,Petrol,599000,6125,2026,11
Maruti Suzuki,Celerio,8,36000,Automatic,first,Petrol,399999,4500,2026,11
Honda,Jazz,13,61000,Manual,second,Petrol,225000,4692,2026,11
Hyundai,Grand I10,6,62000,Manual,second,Petrol,375000,10333,2026,11
Hyundai,Creta,2,168500,Automatic,first,Diesel,2290000,27750,2026,11
Jaguar,Xf,11,97763,Automatic,second,Diesel,1550000,8888,2026,11
Mercedes-Benz,Cla,5,28370,Automatic,first,Diesel,1999999,5674,2026,10
Ford,Endeavour,8,86000,Automatic,first,Diesel,1825000,10750,2026,10
Hyundai,I10,13,68000,Manual,second,Petrol,230000,5231,2026,11
BMW,3 Series Gt,9,61000,Automatic,second,Diesel,1500000,6778,2026,11
Ford,Ecosport,5,54000,Manual,first,Diesel,810000,10800,2026,11
Hyundai,I20,14,72000,Automatic,second,Petrol,275000,5143,2026,11
Renault,Triber,4,59000,Manual,first,Petrol,675000,14750,2026,11
Hyundai,Santro Xing,15,168500,Manual,second,Petrol,160000,27750,2026,11
Skoda,Rapid,9,59000,Automatic,second,Petrol,550000,6556,2026,10
Hyundai,Santa Fe,8,64200,Automatic,first,Diesel,1175000,8025,2026,11
Audi,A4,9,53000,Automatic,second,Diesel,1750000,5889,2026,11
Hyundai,Santro Xing,14,69000,Automatic,second,Petrol,120000,4929,2026,11
Audi,A6,8,40000,Automatic,first,Diesel,1595000,5000,2026,11
Maruti Suzuki,Eeco,13,53750,Manual,first,Petrol,155000,4135,2026,11
Kia,Seltos,2,15000,Automatic,first,Petrol,1800000,7500,2026,11
Maruti Suzuki,Wagon-R,13,75000,Manual,second,Petrol,245000,5769,2026,11
Maruti Suzuki,Omni,14,88000,Manual,second,Petrol,95000,6286,2026,11
Audi,Q5,6,110000,Automatic,first,Diesel,2299000,18333,2026,11
BMW,5 Series,11,76064,Automatic,second,Diesel,1425000,6915,2026,11
BMW,5 Series,6,41000,Automatic,second,Diesel,2422500,6833,2026,11
Mahindra,Xuv700,2,6789,Automatic,first,Diesel,2000000,3394,2026,11
Toyota,28 Legender 4X2,3,63000,Automatic,first,Diesel,2422500,21000,2026,11
Hyundai,Creta,6,168500,Manual,second,Diesel,1075000,27750,2026,11
Hyundai,Grand I10,7,50523,Manual,second,Petrol,370000,7218,2026,11
Mercedes-Benz,E-Class,10,74000,Automatic,first,Diesel,1384999,7400,2026,11
Volkswagen,Tiguan,6,52000,Automatic,first,Diesel,1915000,8667,2026,11
Mercedes-Benz,E-Class,2,25000,Automatic,first,Diesel,2422500,12500,2026,11
Toyota,Glanza,4,38000,Automatic,first,Petrol,574000,9500,2026,11
Maruti Suzuki,Alto,13,55000,Manual,second,Petrol,115000,4231,2026,11
Toyota,Innova Crysta,0,6110,Manual,first,Diesel,2422500,6110,2026,11
Toyota,Innova,10,130000,Manual,first,Diesel,1360000,13000,2026,11
Toyota,Camry,10,108000,Automatic,first,Petrol,1400000,10800,2026,11
Honda,City,6,58000,Manual,first,Petrol,574000,9667,2026,11
Audi,A3,9,42000,Automatic,second,Diesel,1050000,4667,2026,11
Mahindra,Thar,4,40000,Manual,first,Diesel,1195000,10000,2026,11
Maruti Suzuki,Swift,3,168500,Manual,first,Petrol,679000,27750,2026,11
Tata,Nexon,4,49000,Manual,first,Diesel,450000,12250,2026,11
Force,Motors Fm Gurkha,1,9900,Manual,first,Diesel,1550000,9900,2026,11
Renault,Kwid,7,67000,Manual,second,Petrol,250000,9571,2026,11
Maruti Suzuki,Swift,1,11000,Automatic,first,Petrol,725000,11000,2026,11
Volkswagen,Polo,4,35000,Automatic,first,Petrol,1170000,8750,2026,11
Honda,City,7,28000,Automatic,first,Petrol,685000,4000,2026,11
Maruti Suzuki,Celerio,7,142000,Automatic,first,Petrol,345000,20286,2026,11
Mahindra,Jeep,30,0,Manual,second,Diesel,275000,0,2026,11
Hyundai,I20,10,62000,Manual,first,Petrol,421000,6200,2026,11
Renault,Kwid,5,18000,Manual,first,Petrol,325000,3600,2026,11
Maruti Suzuki,Swift Dzire,9,168500,Manual,first,Diesel,450000,27750,2026,7
Hyundai,I20,5,48000,Manual,first,Petrol,525000,9600,2026,11
Maruti Suzuki,Alto-K10,7,65000,Automatic,first,Petrol,300000,9286,2026,11
Toyota,Innova,10,130000,Manual,first,Diesel,1360000,13000,2026,11
Audi,Q5,10,57000,Automatic,first,Diesel,1285000,5700,2026,11
Maruti Suzuki,Ciaz,5,73000,Automatic,second,Petrol,695000,14600,2026,11
Jaguar,Xf,10,78000,Automatic,first,Diesel,995000,7800,2026,11
BMW,5 Series,14,130000,Automatic,second,Petrol,280000,9286,2026,11
Hyundai,I20,12,74000,Manual,second,Petrol,250000,6167,2026,11
Porsche,718,6,15000,Automatic,second,Petrol,2422500,2500,2026,11
Maruti Suzuki,Alto-K10,9,18000,Automatic,second,Petrol,350000,2000,2026,11
Honda,City,11,85000,Automatic,second,Petrol,400000,7727,2026,11
Maruti Suzuki,Celerio,7,67000,Automatic,second,Petrol,450000,9571,2026,11
Maruti Suzuki,Alto-800,1,9000,Manual,first,Petrol,490000,9000,2026,11
Mahindra,Scorpio,9,76000,Manual,second,Diesel,850000,8444,2026,11
Maruti Suzuki,Swift,5,7000,Automatic,second,Petrol,650000,1400,2026,11
Maruti Suzuki,Grand Vitara,0,1600,Manual,first,Petrol,1350000,1600,2026,11
Hyundai,Elantra,12,71000,Automatic,second,Petrol,445000,5917,2026,11
Maruti Suzuki,Grand Vitara,0,1600,Manual,first,Petrol,1350000,1600,2026,11
Honda,Wrv,7,50000,Manual,second,Diesel,725000,7143,2026,11
Maruti Suzuki,Swift,6,42175,Automatic,first,Petrol,429000,7029,2026,10
Toyota,Etios,12,115000,Manual,second,Diesel,325000,9583,2026,11
Audi,Q7,10,45000,Automatic,second,Diesel,1200000,4500,2026,11
Honda,Jazz,8,168500,Automatic,second,Petrol,450000,27750,2026,11
Fiat,Punto,12,160000,Manual,first,Diesel,260000,13333,2026,11
Maruti Suzuki,Ciaz,9,110000,Manual,second,Diesel,530000,12222,2026,11
Ford,Endeavour,3,23000,Automatic,second,Diesel,2422500,7667,2026,11
Hyundai,I20,12,79000,Manual,first,Diesel,220000,6583,2026,11
Hyundai,Creta,8,72000,Automatic,first,Diesel,685000,9000,2026,11
Toyota,Corolla Altis,8,61000,Automatic,second,Petrol,845000,7625,2026,11
Kia,Seltos,1,27000,Automatic,first,Diesel,1775000,27000,2026,11
Toyota,Innova,9,98525,Manual,second,Diesel,695000,10947,2026,10
Maruti Suzuki,Alto-K10,13,59000,Manual,first,Petrol,260000,4538,2026,11
Volkswagen,Ameo,7,99000,Manual,first,Diesel,649000,14143,2026,11
Mitsubishi,Pajero Sport,7,68000,Manual,second,Diesel,1195000,9714,2026,11
Skoda,Kushaq,2,10000,Automatic,first,Petrol,1361000,5000,2026,11
Toyota,Innova,18,168500,Manual,second,Diesel,410000,10556,2026,11
Hyundai,Eon,11,80000,Manual,second,Petrol,195000,7273,2026,11
Tata,Manza,11,100000,Manual,second,Diesel,150000,9091,2026,11
Maruti Suzuki,Wagon-R,10,78000,Manual,second,Petrol,175000,7800,2026,11
Ford,Figo,11,46200,Manual,first,Petrol,159000,4200,2026,11
Maruti Suzuki,Swift-Dzire,7,81000,Automatic,first,Diesel,650000,11571,2026,11
Maruti Suzuki,Vitara-Brezza,6,30000,Manual,first,Diesel,965000,5000,2026,11
Maruti Suzuki,Swift Dzire,5,168500,Manual,second,Diesel,750000,27750,2026,11
Mini,Cooper Convertible,12,28000,Automatic,second,Petrol,1990000,2333,2026,11
Mahindra,Xuv500,6,168500,Automatic,second,Diesel,890000,27750,2026,11
Hyundai,Verna,1,12700,Manual,first,Petrol,1575000,12700,2026,11
Mercedes-Benz,C-Class,3,14000,Automatic,first,Diesel,2422500,4667,2026,11
Hyundai,Verna,12,123500,Manual,second,Petrol,285000,10292,2026,11
Toyota,Corolla Altis,13,99000,Manual,second,Diesel,325000,7615,2026,11
Honda,Amaze,4,41000,Manual,second,Petrol,575000,10250,2026,11
Maruti Suzuki,Vitara-Brezza,5,47000,Manual,first,Diesel,875000,9400,2026,10
Hyundai,Verna,4,86000,Automatic,first,Diesel,899000,21500,2026,11
Mahindra,Scorpio Classic,0,33000,Manual,first,Diesel,1850000,27750,2026,11
BMW,X5,3,74000,Automatic,first,Diesel,2422500,24667,2026,11
Maruti Suzuki,Swift,6,45000,Manual,second,Petrol,510000,7500,2026,11
Tata,Hexa,7,135000,Manual,second,Diesel,775000,19286,2026,11
Mahindra,Xuv500,12,168000,Manual,second,Diesel,500000,14000,2026,11
Mahindra,Xuv500,7,129124,Manual,first,Diesel,1095000,18446,2026,11
Maruti Suzuki,Swift-Dzire,7,92000,Automatic,first,Diesel,645000,13143,2026,11
Hyundai,Creta,4,42000,Manual,second,Diesel,1225000,10500,2026,11
Maruti Suzuki,Baleno,5,53000,Manual,second,Petrol,635000,10600,2026,11
Audi,A6,9,89000,Automatic,first,Diesel,890000,9889,2026,11
Maruti Suzuki,Alto-800,6,108000,Manual,first,Petrol,320000,18000,2026,11
Volkswagen,Polo,3,168500,Automatic,first,Petrol,1245000,27750,2026,11
Audi,A4,11,102000,Automatic,second,Diesel,1020000,9273,2026,11
Maruti Suzuki,Swift,13,75000,Automatic,second,Petrol,350000,5769,2026,11
Audi,A3,8,99000,Automatic,second,Diesel,949000,12375,2026,11
Renault,Kwid,5,18000,Manual,first,Petrol,324000,3600,2026,11
Honda,Crv,14,70343,Automatic,second,Petrol,650000,5024,2026,11
Mahindra,Scorpio,7,90000,Automatic,second,Diesel,1100000,12857,2026,11
Maruti Suzuki,Swift-Dzire,5,146000,Manual,second,Diesel,690000,27750,2026,11
Renault,Kwid,6,37000,Automatic,second,Petrol,325000,6167,2026,11
Honda,Wrv,6,103000,Manual,first,Diesel,780000,17167,2026,11
Lexus,Es,2,17000,Automatic,first,Petrol,2422500,8500,2026,11
Tata,Indigo Ecs,10,80000,Manual,second,Diesel,120000,8000,2026,11
Hyundai,Venue,5,80000,Manual,second,Diesel,825000,16000,2026,11
Ford,Figo,12,104000,Manual,second,Diesel,234000,8667,2026,11
Ford,Ecosport,8,95000,Manual,first,Diesel,750000,11875,2026,11
Ford,Endeavour,4,83700,Automatic,first,Diesel,2422500,20925,2026,11
Maruti Suzuki,Sx4,10,106000,Manual,second,Petrol,275000,10600,2026,11
Audi,A3,9,64000,Automatic,second,Diesel,850000,7111,2026,11
Mercedes-Benz,Gl-Class,10,77600,Automatic,second,Diesel,2422500,7760,2026,11
Maruti Suzuki,Alto,13,78965,Manual,first,Petrol,135000,6074,2026,11
Tata,Tigor,6,168500,Manual,second,Petrol,485000,27750,2026,10
Toyota,Fortuner,7,145000,Manual,second,Diesel,2422500,20714,2026,10
Hyundai,Elite I20,7,30300,Manual,first,Petrol,550000,4329,2026,11
Maruti Suzuki,Ertiga,6,74000,Manual,first,Diesel,785000,12333,2026,11
Toyota,Innova Crysta,4,168500,Automatic,first,Diesel,1960000,27750,2026,11
Maruti Suzuki,Baleno,5,38032,Automatic,second,Petrol,690000,7606,2026,11
Honda,Jazz,9,69000,Automatic,second,Petrol,500000,7667,2026,11
Mahindra,Xuv500,5,85000,Manual,first,Diesel,1050000,17000,2026,11
Tata,Manza,14,78960,Manual,first,Petrol,95000,5640,2026,11
BMW,X5,7,92000,Automatic,second,Diesel,2422500,13143,2026,11
Audi,Q7,10,45000,Automatic,second,Diesel,1200000,4500,2026,11
Maruti Suzuki,Wagon-R,9,55049,Manual,first,Petrol,317000,6117,2026,10
Audi,A6,6,35000,Automatic,first,Diesel,2422500,5833,2026,11
Toyota,Etios,12,69000,Manual,second,Diesel,330000,5750,2026,11
BMW,X7,4,32000,Automatic,first,Diesel,2422500,8000,2026,11
Audi,A4,8,135000,Automatic,first,Diesel,1651000,16875,2026,11
MG,Hector,5,17000,Automatic,first,Petrol,1390000,3400,2026,11
Honda,City,7,69000,Manual,second,Petrol,610000,9857,2026,10
Mercedes-Benz,E-Class,5,32000,Automatic,first,Diesel,2422500,6400,2026,11
Maruti Suzuki,Vitara-Brezza,7,62000,Manual,first,Diesel,750000,8857,2026,11
Skoda,Octavia,10,116000,Automatic,second,Petrol,740000,11600,2026,11
Ford,Ecosport,9,55000,Automatic,second,Petrol,449000,6111,2026,11
Toyota,Fortuner,7,69000,Automatic,second,Diesel,2099000,9857,2026,11
Volkswagen,Vento,8,110000,Automatic,second,Diesel,649999,13750,2026,9
Honda,City,10,75000,Automatic,first,Petrol,525000,7500,2026,11
Honda,Amaze,9,38000,Manual,first,Petrol,450000,4222,2026,11
Mercedes-Benz,M-Class,11,83000,Automatic,second,Diesel,1629000,7545,2026,11
Volkswagen,Polo,5,68000,Manual,first,Petrol,575000,13600,2026,11
BMW,X5,5,25000,Automatic,second,Diesel,2422500,5000,2026,10
Maruti Suzuki,Ertiga,5,15000,Automatic,second,Petrol,1055000,3000,2026,11
Hyundai,I20,1,11800,Automatic,second,Petrol,950000,11800,2026,11
Maruti Suzuki,Wagon-R,15,85000,Manual,second,Petrol,155000,5667,2026,10
Mahindra,Tuv,8,87000,Automatic,first,Diesel,750000,10875,2026,11
Land Rover,Range Rover Evoque,12,89000,Manual,second,Diesel,1600000,7417,2026,11
Honda,Jazz,12,70000,Manual,second,Petrol,265000,5833,2026,11
Maruti Suzuki,Swift,13,45000,Manual,second,Petrol,195000,3462,2026,11
Maruti Suzuki,Wagon-R,9,38482,Manual,first,Petrol,310000,4276,2026,11
Hyundai,Creta,8,68000,Automatic,second,Diesel,1050000,8500,2026,11
Maruti Suzuki,Wagon R,8,168500,Automatic,second,Petrol,460000,27750,2026,11
Renault,Duster,9,168500,Manual,first,Diesel,155000,27750,2026,11
Volkswagen,Ventotest,9,74000,Automatic,first,Diesel,545000,8222,2026,11
Maruti Suzuki,Ciaz,8,83214,Manual,second,Diesel,390000,10402,2026,11
Toyota,Innova Crysta,7,158000,Manual,first,Diesel,1575000,22571,2026,11
Maruti Suzuki,S-Cross,7,108000,Manual,first,Diesel,775000,15429,2026,11
Maruti Suzuki,Alto-800,9,91000,Manual,second,Petrol,205000,10111,2026,11
Maruti Suzuki,Wagon-R,14,65000,Manual,first,Petrol,225000,4643,2026,11
Toyota,Fortuner,3,77000,Automatic,first,Diesel,2422500,25667,2026,11
Maruti Suzuki,Swift,8,80000,Manual,second,Diesel,545000,10000,2026,11
Mercedes-Benz,E-Class,10,87000,Automatic,second,Diesel,1545000,8700,2026,10
Toyota,Innova Crysta,6,168500,Manual,second,Diesel,2290000,27750,2026,11
Maruti Suzuki,Gypsy,19,10000,Automatic,second,Diesel,390000,526,2026,11
Honda,City,10,68700,Manual,second,Petrol,525000,6870,2026,11
Toyota,Innova,9,168500,Manual,second,Diesel,990000,24444,2026,11
Hyundai,I10,12,53000,Automatic,second,Petrol,285000,4417,2026,11
Volkswagen,Polo,10,41500,Manual,second,Petrol,360000,4150,2026,10
Toyota,Fortuner,9,125000,Automatic,first,Diesel,1598000,13889,2026,11
Tata,Harrier,3,50000,Automatic,first,Diesel,1699000,16667,2026,11
Hyundai,Creta Facelift,3,67777,Automatic,first,Petrol,1333333,22592,2026,10
Mahindra,Renault Logan,17,168500,Manual,second,Diesel,148000,10000,2026,11
