Brand,model,Age,kmDriven,Transmission,Owner,FuelType,AskPrice,km_per_year,post_year,post_month
Volvo,Xc60,4,41000,Automatic,first,Diesel,2422500,10250,2026,10
Toyota,Urban Cruiser Hyryder,2,45000,Automatic,first,Hybrid/CNG,1900000,22500,2026,11
Mahindra,Scorpio,9,91252,Manual,second,Diesel,910000,10139,2026,11
Toyota,Camry,8,49500,Automatic,first,Hybrid/CNG,1650000,6188,2026,10
Audi,A4,9,135000,Automatic,second,Diesel,1650000,15000,2026,11
Maruti Suzuki,Ertiga,3,81000,Manual,first,Hybrid/CNG,975000,27000,2026,11
Tata,Hexa,7,98623,Automatic,first,Diesel,635000,14089,2026,10
Toyota,Innova,13,159000,Manual,second,Diesel,1025000,12231,2026,11
Honda,Mobilio,10,68000,Manual,second,Hybrid/CNG,425000,6800,2026,11
Renault,Kwid,4,42000,Manual,second,Petrol,335000,10500,2026,11
Maruti Suzuki,Wagon-R,10,100000,Manual,second,Hybrid/CNG,290000,10000,2026,11
Maruti Suzuki,Alto-800,2,72000,Manual,first,Petrol,350000,27750,2026,11
Mahindra,Tuv,7,69000,Automatic,first,Diesel,825000,9857,2026,11
BMW,3 Series Gt,5,50000,Automatic,second,Diesel,2422500,10000,2026,11
Mahindra,Xuv 300,1,31000,Automatic,first,Petrol,1280000,27750,2026,11
Tata,Tiago,7,87000,Manual,second,Diesel,450000,12429,2026,11
Maruti Suzuki,Alto-800,10,110000,Automatic,first,Hybrid/CNG,310000,11000,2026,11
Honda,City,7,73000,Manual,second,Hybrid/CNG,665000,10429,2026,11
Maruti Suzuki,Wagon-R-1-0,3,65999,Manual,first,Hybrid/CNG,553000,22000,2026,11
Skoda,Superb,15,90241,Automatic,second,Petrol,350000,6016,2026,11
Maruti Suzuki,Xl6,3,86000,Automatic,first,Petrol,900000,27750,2026,11
Maruti Suzuki,Swift,5,91000,Manual,second,Hybrid/CNG,619999,18200,2026,11
Maruti Suzuki,Swift-Dzire,6,61585,Automatic,first,Petrol,570000,10264,2026,11
Maruti Suzuki,Wagon-R-1-0,3,29000,Manual,first,Hybrid/CNG,570000,9667,2026,11
Mahindra,Thar,3,5000,Manual,second,Petrol,1265000,1667,2026,9
Honda,Wrv,5,42000,Manual,first,Petrol,585000,8400,2026,11
Maruti Suzuki,Alto-K10,7,52358,Automatic,first,Hybrid/CNG,299000,7480,2026,11
Hyundai,Creta,7,70000,Manual,second,Petrol,765000,10000,2026,11
Tata,Tiago,0,3000,Automatic,first,Hybrid/CNG,850000,3000,2026,11
Maruti Suzuki,Ertiga,7,50000,Manual,first,Diesel,595000,7143,2026,11
Maruti Suzuki,Alto-800,5,35492,Automatic,first,Hybrid/CNG,370000,7098,2026,11
Maruti Suzuki,Swift,5,40000,Manual,second,Petrol,615000,8000,2026,11
Toyota,Innova,14,168500,Manual,second,Diesel,900000,27750,2026,11
Hyundai,Xcent,4,168500,Manual,second,Diesel,545000,27750,2026,11
Hyundai,Grand I10 Nios,4,60000,Manual,second,Petrol,475000,15000,2026,11
Renault,Kwid,8,30000,Automatic,second,Petrol,290000,3750,2026,11
Maruti Suzuki,Alto-800,1,25230,Manual,first,Hybrid/CNG,425000,25230,2026,11
Maruti Suzuki,Wagon-R,8,120000,Automatic,first,Hybrid/CNG,250000,15000,2026,11
Toyota,Fortuner,10,168500,Automatic,second,Diesel,1549000,27750,2026,11
Maruti Suzuki,Wagon-R,2,15899,Automatic,second,Petrol,655000,7950,2026,11
Mercedes-Benz,S-Class,15,85000,Automatic,second,Diesel,1175000,5667,2026,11
Hyundai,Creta,6,79879,Automatic,second,Diesel,855000,13313,2026,11
Hyundai,Xcent,5,78690,Manual,first,Diesel,530000,15738,2026,11
Nissan,Sunny,10,70000,Automatic,second,Hybrid/CNG,285000,7000,2026,11
Maruti Suzuki,Ertiga,1,22000,Manual,first,Hybrid/CNG,1170000,22000,2026,11
Hyundai,I10,13,39000,Manual,first,Petrol,265000,3000,2026,11
Maruti Suzuki,Ignis,7,168500,Automatic,second,Hybrid/CNG,400000,27750,2026,11
Hyundai,Xcent,9,75000,Manual,second,Hybrid/CNG,375000,8333,2026,11
Toyota,Innova Crysta,3,44000,Automatic,first,Diesel,2422500,14667,2026,11
Maruti Suzuki,Swift,1,49000,Manual,first,Hybrid/CNG,720000,27750,2026,11
Mercedes-Benz,E-Class,14,96000,Automatic,second,Diesel,950000,6857,2026,11
Skoda,Rapid,7,36000,Automatic,first,Petrol,599000,5143,2026,11
Toyota,Urban Cruiser Hyryder,1,19000,Automatic,first,Hybrid/CNG,1750000,19000,2026,10
Maruti Suzuki,Wagon-R-1-0,10,65000,Manual,second,Hybrid/CNG,255000,6500,2026,11
Maruti Suzuki,Brezza,4,70000,Manual,first,Hybrid/CNG,750000,17500,2026,11
Maruti Suzuki,Ertiga,8,54000,Manual,second,Hybrid/CNG,675000,6750,2026,11
Honda,Accord,11,95000,Automatic,first,Petrol,399000,8636,2026,11
BMW,X1,7,59000,Automatic,first,Diesel,1300000,8429,2026,11
Maruti Suzuki,Celerio,0,19000,Automatic,first,Petrol,725000,19000,2026,11
Volkswagen,Polo,6,64400,Automatic,first,Petrol,800000,10733,2026,11
Hyundai,Xcent,7,168500,Manual,first,Diesel,480000,27750,2026,11
Mercedes-Benz,C-Class,1,60000,Automatic,first,Diesel,2422500,27750,2026,11
Toyota,Camry,9,97000,Automatic,second,Petrol,1250000,10778,2026,11
Toyota,Camry,7,119500,Automatic,second,Petrol,1500000,17071,2026,10
Maruti Suzuki,Eeco,0,35000,Automatic,first,Hybrid/CNG,230000,27750,2026,11
Maruti Suzuki,Wagon-R-1-0,7,23111,Automatic,first,Hybrid/CNG,425001,3302,2026,11
Hyundai,Verna,13,132000,Automatic,second,Petrol,300000,10154,2026,11
Mercedes-Benz,C-Class,9,168500,Automatic,first,Diesel,1825000,27750,2026,11
Maruti Suzuki,Eeco,3,63250,Manual,first,Hybrid/CNG,525111,21083,2026,10
Hyundai,Verna,9,79000,Manual,first,Hybrid/CNG,465000,8778,2026,11
Mahindra,Nuvosport,8,73000,Automatic,first,Diesel,390000,9125,2026,11
Mahindra,Xuv 300,2,14555,Automatic,first,Diesel,1095000,7278,2026,11
Renault,Duster,9,75000,Manual,second,Diesel,200000,8333,2026,11
Mercedes-Benz,E-Class,3,41000,Automatic,first,Diesel,2422500,13667,2026,11
Maruti Suzuki,Ertiga,4,45000,Automatic,second,Hybrid/CNG,1020000,11250,2026,11
Maruti Suzuki,Swift,5,7000,Automatic,second,Petrol,650000,1400,2026,11
Hyundai,I10,13,69298,Manual,second,Petrol,215000,5331,2026,11
Hyundai,Santro Xing,15,129000,Manual,second,Petrol,120000,8600,2026,11
Toyota,Corolla Altis,9,78000,Automatic,first,Hybrid/CNG,801000,8667,2026,11
Toyota,Innova Crysta,6,148000,Automatic,first,Diesel,1225000,24667,2026,11
Jeep,Compass,4,12672,Automatic,first,Petrol,1645000,3168,2026,11
Mercedes-Benz,C-Class,9,59000,Automatic,second,Diesel,1550000,6556,2026,11
Maruti Suzuki,Ertiga,4,168500,Manual,second,Hybrid/CNG,880000,27750,2026,11
Renault,Duster,9,150000,Automatic,second,Diesel,450000,16667,2026,11
Hyundai,I20 N Line,3,26000,Automatic,first,Petrol,915000,8667,2026,10
Mahindra,Thar,2,18000,Automatic,first,Diesel,1600000,9000,2026,11
Ford,Ecosport,5,168500,Automatic,first,Hybrid/CNG,775000,27750,2026,9
Hyundai,Xcent,2,50000,Automatic,second,Hybrid/CNG,580000,25000,2026,11
Honda,City,7,51000,Automatic,second,Hybrid/CNG,750000,7286,2026,11
Mercedes-Benz,C-Class,8,68888,Automatic,second,Diesel,1875000,8611,2026,11
Maruti Suzuki,Sx4,14,71568,Automatic,second,Petrol,198000,5112,2026,11
Maruti Suzuki,Vitara Brezza,6,72523,Automatic,first,Diesel,649999,12087,2026,11
Hyundai,Verna,5,80000,Automatic,first,Hybrid/CNG,725000,16000,2026,11
Ford,Ecosport,5,57000,Manual,first,Diesel,675000,11400,2026,11
Skoda,Superb,6,22000,Automatic,second,Petrol,1650000,3667,2026,11
Hyundai,Venue,4,43772,Automatic,first,Petrol,1099000,10943,2026,9
Hyundai,Venue,2,6000,Manual,first,Petrol,875000,3000,2026,11
Hyundai,I10,11,168500,Manual,first,Petrol,285000,27750,2026,11
BMW,5 Series,7,168500,Automatic,first,Diesel,2375000,27750,2026,11
Hyundai,Creta,8,61000,Manual,second,Diesel,800000,7625,2026,10
Maruti Suzuki,Wagon-R-1-0,4,43000,Manual,first,Hybrid/CNG,525000,10750,2026,11
Maruti Suzuki,Wagon-R,12,73523,Automatic,second,Hybrid/CNG,160000,6127,2026,11
Honda,City,9,71000,Automatic,first,Hybrid/CNG,524000,7889,2026,11
Hyundai,Verna,5,70000,Manual,first,Hybrid/CNG,849000,14000,2026,11
Maruti Suzuki,Wagon-R,4,62000,Manual,first,Petrol,500000,15500,2026,11
Hyundai,Grand I10 Nios,2,24000,Manual,first,Hybrid/CNG,690000,12000,2026,11
Maruti Suzuki,Swift-Dzire,13,69000,Manual,second,Petrol,350000,5308,2026,11
Honda,Mobilio,9,69000,Manual,first,Diesel,295000,7667,2026,11
Maruti Suzuki,Celerio,8,68000,Automatic,second,Petrol,400000,8500,2026,11
Tata,Indica V2,7,80000,Automatic,first,Hybrid/CNG,180000,11429,2026,11
Hyundai,Santro,3,24000,Automatic,first,Petrol,495000,8000,2026,11
Ford,Endeavour,7,69000,Automatic,first,Diesel,2375000,9857,2026,11
Maruti Suzuki,Swift,10,75000,Manual,first,Petrol,295000,7500,2026,11
Hyundai,Xcent,8,90020,Manual,first,Petrol,400000,11252,2026,11
Ford,Ecosport,7,105000,Manual,second,Petrol,638000,15000,2026,11
Renault,Kwid,6,63000,Automatic,first,Petrol,325000,10500,2026,11
Maruti Suzuki,Swift,11,58000,Manual,second,Petrol,285000,5273,2026,11
Toyota,Corolla Altis,15,75000,Manual,second,Hybrid/CNG,235000,5000,2026,11
Honda,Amaze,8,68000,Automatic,first,Hybrid/CNG,395000,8500,2026,11
Renault,Kwid,8,48451,Manual,first,Petrol,245000,6056,2026,11
Volkswagen,Polo,11,99000,Manual,second,Diesel,355000,9000,2026,11
Mahindra,Bolero,9,102000,Automatic,second,Diesel,380000,11333,2026,11
Kia,Sonet,2,68000,Manual,first,Diesel,1190000,27750,2026,11
Tata,Nexon,5,86094,Manual,first,Diesel,639000,17219,2026,11
Hyundai,Grand I10,5,69000,Manual,first,Petrol,550000,13800,2026,11
Hyundai,I20,7,100000,Manual,second,Diesel,550000,14286,2026,11
Maruti Suzuki,Celerio,4,78000,Manual,first,Petrol,490000,19500,2026,11
Maruti Suzuki,Celerio,6,65630,Automatic,first,Hybrid/CNG,450000,10938,2026,11
Maruti Suzuki,Celerio,10,78000,Manual,second,Hybrid/CNG,200000,7800,2026,11
Maruti Suzuki,Ertiga,1,7706,Manual,first,Hybrid/CNG,1300000,7706,2026,11
Maruti Suzuki,Swift,11,56000,Manual,first,Hybrid/CNG,350000,5091,2026,11
Honda,Mobilio,10,90000,Manual,first,Diesel,425000,9000,2026,9
Hyundai,Grand I10 Nios,4,168500,Manual,first,Hybrid/CNG,590000,27750,2026,11
Maruti Suzuki,Swift-Dzire,14,110000,Automatic,second,Petrol,250000,7857,2026,11
Mahindra,Bolero,3,57548,Manual,first,Diesel,825000,19183,2026,11
Maruti Suzuki,Wagon-R-1-0,6,60000,Manual,first,Hybrid/CNG,395000,10000,2026,11
Hyundai,Grand I10,10,35000,Automatic,second,Petrol,400000,3500,2026,11
Hyundai,Creta,4,86000,Manual,first,Diesel,1450000,21500,2026,8
Hyundai,Santro,5,40100,Automatic,second,Petrol,375000,8020,2026,11
Maruti Suzuki,Alto-800,5,45238,Manual,second,Petrol,299000,9048,2026,11
Hyundai,Santro,6,168500,Automatic,first,Hybrid/CNG,450000,27750,2026,11
Tata,Altroz,2,30618,Manual,first,Diesel,895999,15309,2026,11
Hyundai,Creta,8,131000,Manual,second,Diesel,730000,16375,2026,10
Honda,City,9,69000,Automatic,first,Hybrid/CNG,525000,7667,2026,11
Jeep,Compass,6,36000,Automatic,second,Petrol,899000,6000,2026,11
Ford,Ecosport,6,55000,Manual,first,Diesel,655000,9167,2026,11
Honda,Brio,8,168500,Manual,second,Petrol,360000,27750,2026,11
Tata,Tata-Punch,2,8000,Automatic,first,Petrol,650000,4000,2026,11
Honda,City,12,71000,Manual,first,Hybrid/CNG,320000,5917,2026,11
Honda,City,13,80000,Automatic,second,Hybrid/CNG,270000,6154,2026,11
Hyundai,Xcent,7,45000,Manual,first,Petrol,395000,6429,2026,11
Maruti Suzuki,Wagon-R,0,50000,Automatic,first,Hybrid/CNG,750000,27750,2026,11
Toyota,Corolla Altis,14,168500,Automatic,second,Petrol,199999,12929,2026,11
Hyundai,Grand I10,6,51000,Manual,first,Hybrid/CNG,445000,8500,2026,11
Hyundai,Elite I20,8,73000,Manual,second,Hybrid/CNG,560000,9125,2026,11
MG,Hector Plus,2,45000,Manual,first,Diesel,1890000,22500,2026,11
Maruti Suzuki,Swift-Dzire,7,109711,Manual,second,Hybrid/CNG,375000,15673,2026,11
Volkswagen,Polo,8,75000,Automatic,second,Petrol,530000,9375,2026,11
Hyundai,Accent,12,72000,Automatic,second,Hybrid/CNG,100000,6000,2026,11
Honda,City,9,65000,Manual,second,Hybrid/CNG,495000,7222,2026,10
Maruti Suzuki,Ciaz,4,25000,Manual,first,Petrol,750000,6250,2026,11
Maruti Suzuki,Alto K10,7,168500,Automatic,second,Petrol,380000,27750,2026,11
Maruti Suzuki,Wagon-R,7,80000,Automatic,second,Hybrid/CNG,420000,11429,2026,11
Maruti Suzuki,Wagon-R,14,70000,Manual,second,Petrol,255000,5000,2026,11
Honda,Mobilio,10,78001,Manual,first,Diesel,451000,7800,2026,11
Honda,Amaze,5,168500,Manual,second,Diesel,860000,27750,2026,11
Maruti Suzuki,Celerio,4,45000,Manual,first,Hybrid/CNG,440000,11250,2026,11
BMW,Z4,4,11000,Automatic,second,Petrol,2422500,2750,2026,11
Honda,City,3,80100,Automatic,first,Petrol,1125000,26700,2026,11
BMW,5 Series,7,82000,Automatic,second,Diesel,2422500,11714,2026,11
Ford,Ecosport,8,168500,Manual,second,Petrol,455000,27750,2026,11
Hyundai,I10,11,56000,Manual,second,Petrol,185000,5091,2026,11
Honda,Jazz,6,62000,Automatic,first,Petrol,525000,10333,2026,11
Ford,Endeavour,7,90000,Automatic,first,Diesel,2050000,12857,2026,11
Volkswagen,Polo,10,81000,Manual,second,Diesel,430000,8100,2026,11
Mini,Cooper Clubman,7,22000,Automatic,second,Petrol,2422500,3143,2026,11
Maruti Suzuki,Eeco,2,45000,Manual,first,Hybrid/CNG,645000,22500,2026,8
Maruti Suzuki,Ritz,8,110000,Automatic,first,Diesel,285000,13750,2026,11
Volkswagen,Vento,11,168500,Automatic,first,Petrol,435000,27750,2026,11
Mahindra,Xuv500,11,99000,Manual,second,Diesel,630000,9000,2026,11
Hyundai,Eon,7,80000,Manual,second,Petrol,299000,11429,2026,11
Honda,Amaze,11,99000,Manual,first,Diesel,395000,9000,2026,11
Hyundai,Grand I10,9,168500,Manual,first,Petrol,490000,27750,2026,11
Hyundai,Grand I10,7,168500,Manual,first,Hybrid/CNG,375000,27750,2026,11
BMW,X5,7,58500,Automatic,second,Diesel,2422500,8357,2026,11
Maruti Suzuki,Maruti-Suzuki-Dzire,6,83500,Automatic,first,Diesel,680000,13917,2026,11
Skoda,Octavia,2,19000,Automatic,second,Petrol,2290000,9500,2026,11
Ford,Endeavour,7,72000,Automatic,first,Diesel,1850000,10286,2026,11
Maruti Suzuki,Swift-Dzire,9,51700,Manual,second,Petrol,425000,5744,2026,11
Renault,Triber,4,37000,Manual,first,Petrol,399000,9250,2026,11
Porsche,Panamera,7,16800,Automatic,second,Diesel,2422500,2400,2026,11
Maruti Suzuki,Wagon-R-1-0,3,38500,Manual,first,Hybrid/CNG,539000,12833,2026,10
Maruti Suzuki,Eeco,11,90000,Automatic,second,Hybrid/CNG,200000,8182,2026,11
Toyota,Innova,10,167000,Manual,second,Diesel,1200000,16700,2026,10
Audi,A3,9,42000,Automatic,second,Diesel,1050000,4667,2026,11
Maruti Suzuki,Swift-Dzire,13,77211,Manual,second,Petrol,270000,5939,2026,11
Volkswagen,Polo,4,35000,Automatic,first,Petrol,1185000,8750,2026,11
Honda,Brio,11,55000,Manual,second,Petrol,379799,5000,2026,11
Mahindra,Scorpio-N,1,17000,Automatic,first,Diesel,2199000,17000,2026,11
Maruti Suzuki,Baleno,2,168500,Manual,first,Petrol,865000,27750,2026,11
Toyota,Etios Liva,9,145000,Manual,second,Diesel,539000,16111,2026,11
Maruti Suzuki,Baleno,3,65000,Manual,first,Petrol,680000,21667,2026,11
Hyundai,Creta,7,76000,Manual,first,Diesel,880000,10857,2026,11
Maruti Suzuki,Alto-K10,10,34000,Automatic,second,Petrol,235000,3400,2026,11
Hyundai,Tucson,7,74310,Automatic,second,Diesel,1025000,10616,2026,11
Maruti Suzuki,Swift-Dzire,8,78000,Manual,second,Diesel,520000,9750,2026,11
Mahindra,Scorpio Classic,0,5000,Automatic,first,Hybrid/CNG,1000000,5000,2026,11
Toyota,Corolla Altis,8,118000,Automatic,first,Petrol,799000,14750,2026,11
Ford,Figo Aspire,8,50000,Manual,second,Petrol,330000,6250,2026,11
Mahindra,Scorpio,6,71000,Manual,first,Diesel,895000,11833,2026,11
Tata,Indigo Ecs,8,50000,Automatic,second,Hybrid/CNG,90000,6250,2026,11
Maruti Suzuki,Baleno,5,61000,Automatic,first,Petrol,600000,12200,2026,11
Toyota,Innova Crysta,4,106000,Manual,first,Diesel,2250000,26500,2026,11
Ford,Endeavour,7,60000,Automatic,first,Diesel,1995000,8571,2026,11
Maruti Suzuki,Wagon-R,2,80000,Automatic,first,Hybrid/CNG,520000,27750,2026,11
Jeep,Compass,2,21000,Automatic,first,Diesel,2422500,10500,2026,10
Hyundai,I20,5,55000,Manual,first,Hybrid/CNG,495000,11000,2026,11
Maruti Suzuki,Alto-K10,7,45000,Manual,first,Petrol,290000,6429,2026,11
Maruti Suzuki,Swift,9,10,Manual,second,Hybrid/CNG,380000,1,2026,11
Maruti Suzuki,Wagon-R-Stingray,10,59000,Manual,second,Petrol,398000,5900,2026,11
Honda,City,10,79000,Manual,second,Hybrid/CNG,445000,7900,2026,11
Maruti Suzuki,Maruti-Suzuki-Dzire,6,46000,Automatic,second,Petrol,670000,7667,2026,11
Maruti Suzuki,Ignis,2,9665,Automatic,first,Petrol,690000,4832,2026,11
Hyundai,I10,13,81851,Manual,first,Petrol,249999,6296,2026,11
Maruti Suzuki,Ertiga,4,30000,Manual,first,Petrol,875000,7500,2026,11
Kia,Sonet,3,29000,Automatic,first,Petrol,1075000,9667,2026,11
Maruti Suzuki,Swift,2,40000,Automatic,first,Diesel,765000,20000,2026,11
Maruti Suzuki,Swift,8,117000,Manual,second,Diesel,570000,14625,2026,11
Maruti Suzuki,Swift,1,8235,Manual,first,Petrol,795000,8235,2026,11
Toyota,28 Legender 4X2,3,33000,Automatic,first,Diesel,2422500,11000,2026,11
Tata,Tiago,6,69000,Automatic,second,Hybrid/CNG,420000,11500,2026,11
Hyundai,I10,14,90000,Automatic,second,Petrol,175999,6429,2026,11
Honda,City,7,45730,Automatic,second,Hybrid/CNG,710000,6533,2026,11
Ford,Ecosport,10,168500,Automatic,second,Petrol,520000,27750,2026,11
Maruti Suzuki,Eeco,2,66000,Manual,second,Hybrid/CNG,525000,27750,2026,11
Maruti Suzuki,Celerio,5,155000,Manual,second,Hybrid/CNG,440000,27750,2026,11
Maruti Suzuki,Swift-Dzire,11,152000,Manual,first,Diesel,400000,13818,2026,11
Maruti Suzuki,Wagon-R-1-0,6,80000,Automatic,first,Hybrid/CNG,455000,13333,2026,11
Chevrolet,Sail U-Va,8,120000,Manual,second,Diesel,240000,15000,2026,11
Hyundai,Grand I10,7,65000,Manual,second,Hybrid/CNG,374000,9286,2026,11
Maruti Suzuki,Eeco,13,38000,Automatic,first,Petrol,265000,2923,2026,11
Maruti Suzuki,Sx4,13,90000,Automatic,second,Hybrid/CNG,160000,6923,2026,11
Maruti Suzuki,Wagon-R,6,19000,Automatic,first,Petrol,375000,3167,2026,11
Maruti Suzuki,Ritz,12,65500,Manual,first,Diesel,330000,5458,2026,11
Ford,Ecosport,9,78000,Manual,second,Diesel,340000,8667,2026,11
Mercedes-Benz,Gls,4,9500,Automatic,first,Diesel,2422500,2375,2026,11
Ford,Ecosport,5,41538,Automatic,first,Hybrid/CNG,775000,8308,2026,11
Volkswagen,Passat,11,90233,Manual,first,Diesel,699999,8203,2026,9
Maruti Suzuki,Vitara-Brezza,5,83000,Automatic,first,Diesel,775000,16600,2026,9
Hyundai,Creta,7,81000,Automatic,first,Petrol,725000,11571,2026,11
Hyundai,Accent,13,100000,Automatic,second,Hybrid/CNG,95000,7692,2026,11
Volkswagen,Polo,9,77200,Automatic,second,Petrol,449999,8578,2026,11
Hyundai,Aura,1,41000,Automatic,first,Hybrid/CNG,200000,27750,2026,11
Hyundai,I10,15,88000,Automatic,second,Petrol,290000,5867,2026,11
Chevrolet,Beat,14,112329,Manual,second,Hybrid/CNG,115000,8024,2026,11
Hyundai,I20,15,119725,Manual,second,Petrol,190000,7982,2026,11
Maruti Suzuki,Ciaz,7,52145,Manual,first,Diesel,580000,7449,2026,11
Mercedes-Benz,A-Class Limousine,1,7000,Automatic,first,Diesel,2422500,7000,2026,11
Maruti Suzuki,Vitara-Brezza,5,63000,Manual,first,Diesel,845000,12600,2026,11
Audi,A6,6,48000,Automatic,second,Diesel,2422500,8000,2026,11
Maruti Suzuki,Grand Vitara,1,27000,Automatic,first,Hybrid/CNG,1670000,27000,2026,11
Hyundai,Santro,13,75000,Manual,second,Hybrid/CNG,180000,5769,2026,11
Maruti Suzuki,Wagon-R,11,67980,Manual,first,Petrol,299000,6180,2026,11
Mahindra,Xuv500,9,72000,Manual,second,Diesel,690000,8000,2026,10
Toyota,Etios Liva,12,86000,Manual,first,Diesel,345000,7167,2026,11
Tata,Nexon,5,20000,Automatic,second,Petrol,579000,4000,2026,11
Honda,City,4,33000,Automatic,first,Petrol,1185000,8250,2026,11
Hyundai,Verna,4,80899,Manual,first,Diesel,1300000,20225,2026,11
Mercedes-Benz,E-Class,6,63000,Automatic,first,Diesel,2422500,10500,2026,11
Maruti Suzuki,Alto-800,10,70000,Manual,second,Hybrid/CNG,220000,7000,2026,11
BMW,5 Series,10,94000,Automatic,second,Diesel,1349000,9400,2026,11
Maruti Suzuki,Wagon-R-Stingray,7,22270,Manual,first,Petrol,425000,3181,2026,11
Honda,Jazz,8,86000,Manual,second,Diesel,460000,10750,2026,11
Honda,City,13,86530,Manual,second,Hybrid/CNG,225000,6656,2026,10
Maruti Suzuki,Celerio,7,85000,Automatic,second,Hybrid/CNG,305000,12143,2026,11
Maruti Suzuki,Sx4,13,117000,Manual,first,Diesel,249999,9000,2026,11
Mercedes-Benz,Gle,8,84067,Automatic,first,Diesel,2422500,10508,2026,11
Maruti Suzuki,Alto,13,80000,Automatic,second,Petrol,89000,6154,2026,11
Maruti Suzuki,Wagon-R,1,40000,Manual,second,Hybrid/CNG,550000,27750,2026,11
Hyundai,I10,13,47000,Manual,second,Petrol,265000,3615,2026,11
Maruti Suzuki,Ertiga,2,168500,Manual,second,Hybrid/CNG,1075000,27750,2026,11
Toyota,Innova Crysta,5,71000,Manual,first,Diesel,1625000,14200,2026,11
Maruti Suzuki,Ertiga,3,49780,Manual,first,Petrol,894000,16593,2026,11
Maruti Suzuki,Wagon-R-1-0,10,27000,Manual,first,Petrol,435000,2700,2026,11
Toyota,Camry,4,36000,Automatic,first,Hybrid/CNG,2422500,9000,2026,11
Honda,Amaze,9,71000,Manual,first,Petrol,275000,7889,2026,11
Audi,A6,9,84000,Automatic,first,Diesel,1951000,9333,2026,11
Maruti Suzuki,Swift-Dzire,4,19150,Automatic,first,Petrol,700000,4788,2026,11
Audi,A6,10,65000,Automatic,second,Diesel,990000,6500,2026,11
Jeep,Compass,6,113000,Manual,second,Diesel,895000,18833,2026,11
Mahindra,Tuv,9,78000,Manual,second,Diesel,399000,8667,2026,11
Volkswagen,Polo,7,91000,Automatic,second,Petrol,775000,13000,2026,11
Maruti Suzuki,Wagon-R-1-0,10,70000,Manual,first,Hybrid/CNG,340000,7000,2026,11
Renault,Kwid,7,168500,Automatic,second,Petrol,390000,27750,2026,11
Hyundai,I20,5,40000,Manual,first,Hybrid/CNG,545000,8000,2026,11
Mahindra,Xuv 300,2,14555,Automatic,first,Diesel,1095000,7278,2026,11
Maruti Suzuki,Vitara-Brezza,1,3000,Manual,first,Petrol,1300000,3000,2026,11
Mahindra,Xuv500,9,168500,Manual,first,Diesel,1095000,27750,2026,11
Maruti Suzuki,Alto-800,12,66000,Manual,second,Petrol,175000,5500,2026,11
Mahindra,Xuv500,11,81000,Manual,first,Diesel,575000,7364,2026,11
Chevrolet,Beat,14,25000,Manual,second,Petrol,130000,1786,2026,11
Maruti Suzuki,Celerio,5,60000,Automatic,first,Hybrid/CNG,511000,12000,2026,11
Hyundai,Grand I10,7,65000,Manual,second,Hybrid/CNG,374000,9286,2026,11
Tata,Tiago,4,58000,Automatic,first,Hybrid/CNG,575000,14500,2026,11
BMW,3 Series Gran Limousine,1,3500,Automatic,first,Petrol,2422500,3500,2026,11
Maruti Suzuki,Wagon-R,8,56000,Automatic,first,Petrol,525000,7000,2026,10
Maruti Suzuki,Wagon-R,4,70000,Manual,first,Hybrid/CNG,425000,17500,2026,11
Hyundai,Alcazar,2,72000,Automatic,first,Diesel,1545000,27750,2026,11
Maruti Suzuki,Eeco,4,50000,Manual,second,Petrol,475000,12500,2026,11
Maruti Suzuki,Swift,14,50000,Manual,second,Hybrid/CNG,135000,3571,2026,11
Tata,Nexon,5,38096,Manual,first,Diesel,650000,7619,2026,11
Mahindra,Ssangyong-Rexton,10,83000,Automatic,second,Diesel,525000,8300,2026,11
Mercedes-Benz,S-Class,10,168500,Automatic,second,Diesel,2422500,27750,2026,11
Maruti Suzuki,Celerio,3,62000,Manual,first,Hybrid/CNG,450000,20667,2026,11
Maruti Suzuki,Eeco,3,165000,Automatic,first,Hybrid/CNG,540000,27750,2026,10
Maruti Suzuki,Swift-Dzire,7,61000,Automatic,second,Hybrid/CNG,465000,8714,2026,11
Chevrolet,Cruze,12,78000,Automatic,second,Diesel,350000,6500,2026,11
Hyundai,Verna,10,88000,Manual,second,Hybrid/CNG,399000,8800,2026,11
Maruti Suzuki,Vitara-Brezza,8,84500,Manual,first,Diesel,626000,10562,2026,11
Maruti Suzuki,Ciaz,6,94000,Automatic,first,Hybrid/CNG,510000,15667,2026,11
Maruti Suzuki,Celerio-X,6,40000,Manual,first,Petrol,500000,6667,2026,11
Hyundai,Creta,7,41000,Automatic,first,Hybrid/CNG,699000,5857,2026,11
Hyundai,Verna,6,78000,Manual,first,Diesel,875000,13000,2026,11
Maruti Suzuki,Wagon-R,6,168500,Automatic,first,Hybrid/CNG,245000,27750,2026,11
Maruti Suzuki,Alto-800,8,85000,Manual,second,Hybrid/CNG,345000,10625,2026,11
Honda,Amaze,9,117000,Manual,second,Petrol,300000,13000,2026,11
Toyota,Corolla Altis,13,89000,Automatic,second,Hybrid/CNG,365000,6846,2026,11
Mahindra,Xuv500,8,111821,Manual,first,Diesel,750000,13978,2026,11
Maruti Suzuki,Ertiga,12,148723,Manual,second,Hybrid/CNG,360000,12394,2026,11
Hyundai,I10,12,77000,Automatic,second,Hybrid/CNG,165000,6417,2026,11
Honda,City,5,45000,Automatic,second,Petrol,845000,9000,2026,11
